Z,N,A,S,Th,mTh,E,L
78,115,193,Pt,4.33,86400,135.5,1.85278E-06
79,114,193,Au,10.4,0.000000001,528,66648767.36
79,114,193,Au,10.4,0.000000001,1249.3,66648767.36
77,116,193,Ir,10.53,86400,80.234,7.61874E-07
82,111,193,Pb,20.5,0.000000001,66.5,33812057.59
82,111,193,Pb,20.5,0.000000001,184,33812057.59
75,118,193,Re,69,0.000001,146.1,10045.61131
83,110,193,Bi,85,0.000001,84,8154.672712
76,117,193,Os,121,0.000000001,242.7,5728489.096
77,116,193,Ir,124.8,0.000001,226.7,5554.063947
77,116,193,Ir,124.8,0.000001,334.5,5554.063947
77,116,193,Ir,124.8,0.000001,385,5554.063947
79,114,193,Au,150,0.000000001,161.8,4620981.204
83,110,193,Bi,153,0.000000001,604.7,4530373.729
82,111,193,Pb,180,0.000000001,85.6,3850817.67
84,110,194,Po,12.9,0.000001,33,53732.33958
84,110,194,Po,12.9,0.000001,248,53732.33958
82,112,194,Pb,17,0.000000001,166.2,40773363.56
82,112,194,Pb,17,0.000000001,196.2,40773363.56
82,112,194,Pb,17,0.000000001,302.5,40773363.56
82,112,194,Pb,17.2,0.000000001,55,40299254.68
82,112,194,Pb,17.2,0.000000001,173.7,40299254.68
77,117,194,Ir,31.85,0.001,34.829,21.76286281
77,117,194,Ir,31.85,0.001,62.793,21.76286281
82,112,194,Pb,133,0.000000001,304.9,5211632.937
82,112,194,Pb,133,0.000000001,352.1,5211632.937
82,112,194,Pb,133,0.000000001,495.7,5211632.937
82,112,194,Pb,133,0.000000001,526,5211632.937
82,112,194,Pb,370,0.000000001,46.8,1873370.758
79,115,194,Au,420,0.001,69,1.65035043
79,115,194,Au,600,0.001,26.9,1.155245301
83,112,195,Bi,0.614,0.000001,46,1128904.203
83,112,195,Bi,1.49,0.000001,235.8,465199.45
83,112,195,Bi,1.49,0.000001,457.1,465199.45
83,112,195,Bi,1.6,0.000001,238,433216.9878
81,114,195,Tl,3.6,1,98.97,0.192540883
78,117,195,Pt,4.01,86400,19.8,2.00063E-06
78,117,195,Pt,4.01,86400,129.5,2.00063E-06
77,118,195,Ir,4.4,0.000001,268.4,157533.4501
82,113,195,Pb,10,0.000001,5.1,69314.71806
82,113,195,Pb,10,0.000001,586.5,69314.71806
76,119,195,Os,26,0.000000001,533.1,26659506.94
79,116,195,Au,30.5,1,56.8,0.022726137
79,116,195,Au,30.5,1,318.6,0.022726137
83,112,195,Bi,32,0.000000001,886.7,21660849.39
76,119,195,Os,34,0.000000001,714,20386681.78
83,112,195,Bi,80,0.000000001,150.7,8664339.757
82,113,195,Pb,95,0.000000001,86.8,7296286.111
79,117,196,Au,8.1,1,84.66,0.085573726
79,117,196,Au,9.605,3600,174.91,2.00459E-05
85,111,196,At,11,0.000001,157.9,63013.38005
81,115,196,Tl,21.3,0.000000001,343.9,32542121.15
82,114,196,Pb,50,0.000000001,198,13862943.61
82,114,196,Pb,52,0.000000001,138.41,13329753.47
82,114,196,Pb,72,0.000000001,497.8,9627044.174
82,114,196,Pb,72,0.000000001,547.8,9627044.174
82,114,196,Pb,72,0.000000001,562,9627044.174
82,114,196,Pb,72,0.000000001,884,9627044.174
82,114,196,Pb,140,0.000000001,59.23,4951051.29
82,114,196,Pb,140,0.000000001,748.4,4951051.29
82,114,196,Pb,270,0.000000001,47.7,2567211.78
84,112,196,Po,856,0.000000001,198,809751.3792
84,112,196,Po,856,0.000000001,552,809751.3792
81,116,197,Tl,0.54,1,222.45,1.28360589
82,115,197,Pb,1.15,0.000001,32.4,602736.6787
82,115,197,Pb,1.15,0.000001,57.35,602736.6787
82,115,197,Pb,1.15,0.000001,589,602736.6787
85,112,197,At,1.3,0.000001,310.7,533190.1389
79,118,197,Au,7.73,1,130.2,0.089669752
79,118,197,Au,7.73,1,409.1,0.089669752
83,114,197,Bi,15.3,0.000000001,404.7,45303737.29
78,119,197,Pt,16.58,0.000000001,53.1,41806223.19
81,116,197,Tl,18,0.000000001,263.1,38508176.7
83,114,197,Bi,19.3,0.000000001,121.1,35914361.69
83,114,197,Bi,36.7,0.000000001,96.9,18886844.16
83,114,197,Bi,53,0.000000001,292.7,13078248.69
82,115,197,Pb,55,0.000000001,88.7,12602676.01
76,121,197,Os,78.2,0.000000001,204.4,8863774.687
79,118,197,Au,150,0.000000001,435.6,4620981.204
83,114,197,Bi,209,0.000000001,864,3316493.687
83,114,197,Bi,253,0.000000001,255.2,2739712.176
79,119,198,Au,2.272,86400,115.2,3.53105E-06
82,116,198,Pb,4.19,0.000001,317.9,165428.9214
83,115,198,Bi,7.7,1,248.5,0.090019114
81,117,198,Tl,12.3,0.000000001,391,56353429.31
84,114,198,Po,29,0.000000001,136.1,23901626.92
81,117,198,Tl,32.1,0.001,198.8,21.59337011
78,120,198,Pt,36,0.000000001,104,19254088.35
78,120,198,Pt,36,0.000000001,337,19254088.35
82,116,198,Pb,50.4,0.000000001,197.6,13752920.25
82,116,198,Pb,50.4,0.000000001,760,13752920.25
77,121,198,Ir,75,0.000000001,116.4,9241962.407
79,119,198,Au,124,0.000000001,97.249,5589896.617
82,116,198,Pb,137,0.000000001,90,5059468.471
81,117,198,Tl,150,0.000000001,13,4620981.204
84,114,198,Po,200,0.000000001,241.2,3465735.903
84,114,198,Po,200,0.000000001,712.3,3465735.903
82,116,198,Pb,212,0.000000001,49.2,3269562.172
79,120,199,Au,0.44,0.001,55.15,1575.334501
85,114,199,At,0.8,0.000001,162.9,866433.9757
82,117,199,Pb,10.1,0.000001,59.1,68628.43372
78,121,199,Pt,13.5,1,391.93,0.051344236
81,118,199,Tl,28.4,0.001,29,24.40659086
81,118,199,Tl,28.4,0.001,381.98,24.40659086
83,116,199,Bi,34.1,0.000000001,145.7,20326896.79
83,116,199,Bi,34.1,0.000000001,251.13,20326896.79
82,117,199,Pb,40,0.000000001,217.2,17328679.51
80,119,199,Hg,42.67,60,118.6,0.000270739
80,119,199,Hg,42.67,60,374.1,0.000270739
82,117,199,Pb,63,0.000000001,88.7,11002336.2
85,114,199,At,70,0.000000001,572.9,9902102.579
83,116,199,Bi,168,0.000000001,87.6,4125876.075
83,116,199,Bi,168,0.000000001,80,4125876.075
83,116,199,Bi,168,0.000000001,285.16,4125876.075
83,116,199,Bi,168,0.000000001,343.4,4125876.075
83,116,199,Bi,168,0.000000001,493.2,4125876.075
83,117,200,Bi,0.4,1,428.2,1.732867951
81,119,200,Tl,34,0.001,212.7,20.38668178
82,118,200,Pb,45.2,0.000000001,245.15,15335114.61
81,119,200,Tl,57,0.000000001,99,12160476.85
82,118,200,Pb,58,0.000000001,148.3,11950813.46
84,116,200,Po,61,0.000000001,12.3,11363068.53
82,118,200,Pb,72,0.000000001,67.7,9627044.174
84,116,200,Po,100,0.000000001,334.8,6931471.806
84,116,200,Po,100,0.000000001,822.5,6931471.806
82,118,200,Pb,199,0.000000001,45.5,3483151.661
81,119,200,Tl,390,0.000000001,221.1,1777300.463
82,118,200,Pb,478,0.000000001,29.5,1450098.704
81,120,201,Tl,2.12,0.001,588,326.9562172
85,116,201,At,3.39,0.000001,269,204468.1949
85,116,201,At,3.39,0.000001,339,204468.1949
85,116,201,At,15.9,0.000000001,114.1,43594162.3
85,116,201,At,15.9,0.000000001,749,43594162.3
85,116,201,At,45,0.001,269.1,15.40327068
82,119,201,Pb,48,0.000000001,79.5,14440566.26
82,119,201,Pb,60.8,1,629.1,0.011400447
82,119,201,Pb,63,0.000000001,222.4,11002336.2
80,121,201,Hg,81,0.000000001,1.5648,8557372.6
80,121,201,Hg,94,0.000001,218.9,7373.906176
83,118,201,Bi,105,0.000000001,39,6601401.72
83,118,201,Bi,124,0.000000001,71.7,5589896.617
83,118,201,Bi,124,0.000000001,88.88,5589896.617
83,118,201,Bi,124,0.000000001,150.5,5589896.617
83,118,201,Bi,124,0.000000001,190.49,5589896.617
83,118,201,Bi,124,0.000000001,440.9,5589896.617
87,114,201,Fr,720,0.000000001,289.5,962704.4174
84,118,202,Po,11,0.000000001,138.3,63013380.05
84,118,202,Po,19,0.000000001,143.1,36481430.56
84,118,202,Po,19,0.000000001,436.4,36481430.56
82,120,202,Pb,24.1,0.000000001,46,28761293.8
82,120,202,Pb,24.1,0.000000001,179.7,28761293.8
82,120,202,Pb,65.4,0.000000001,168.11,10598580.74
82,120,202,Pb,65.4,0.000000001,825.4,10598580.74
84,118,202,Po,85,0.000000001,386,8154672.712
84,118,202,Po,85,0.000000001,912.5,8154672.712
82,120,202,Pb,108,0.000000001,1160,6418029.45
78,124,202,Pt,141,0.000001,534.9,4915.937451
81,121,202,Tl,215,0.000001,286,3223.940375
83,119,202,Bi,310,0.000000001,50.7,2235958.647
81,121,202,Tl,591,0.000001,459.72,1172.837869
87,116,203,Fr,0.37,0.000001,426,1873370.758
77,126,203,Ir,0.8,0.000001,207,866433.9757
85,118,203,At,3.5,0.001,462,198.0420516
82,121,203,Pb,6.21,1,4.9,0.111617903
82,121,203,Pb,6.21,1,825.1,0.111617903
81,122,203,Tl,6.9,0.000001,5.7,100456.1131
81,122,203,Tl,6.9,0.000001,333.7,100456.1131
85,118,203,At,9.77,0.000001,285.8,70946.48726
85,118,203,At,9.77,0.000001,365.8,70946.48726
84,119,203,Po,12,0.000000001,289.3,57762265.05
84,119,203,Po,12,0.000000001,303.5,57762265.05
84,119,203,Po,12,0.000000001,385.1,57762265.05
85,118,203,At,13.9,0.000000001,63.5,49866703.64
85,118,203,At,13.9,0.000000001,80,49866703.64
85,118,203,At,16.6,0.000000001,100,41755854.25
80,123,203,Hg,21.9,0.000001,341,31650.55619
83,120,203,Bi,22.4,0.000000001,176.7,30944070.56
83,120,203,Bi,22.4,0.000000001,301.3,30944070.56
82,121,203,Pb,42,0.000000001,258.4,16503504.3
84,119,203,Po,45,1,2.3,0.015403271
84,119,203,Po,45,1,641.5,0.015403271
82,121,203,Pb,75,0.000000001,126.5,9241962.407
83,120,203,Bi,90,0.000000001,87.1,7701635.34
79,124,203,Au,140,0.000001,78,4951.05129
80,123,203,Hg,146,0.000000001,753.9,4747583.428
80,123,203,Hg,146,0.000000001,887.4,4747583.428
80,123,203,Hg,146,0.000000001,1320.3,4747583.428
83,120,203,Bi,194,0.000000001,50.9,3572923.611
84,119,203,Po,200,0.000000001,182.5,3465735.903
83,120,203,Bi,305,0.001,189.5,2.272613707
83,120,203,Bi,305,0.001,204.7,2.272613707
82,121,203,Pb,480,0.001,153.4,1.444056626
82,121,203,Pb,480,0.001,1027,1.444056626
78,125,203,Pt,641,0.000000001,1104,1081352.856
82,122,204,Pb,0.45,0.000001,6.26,1540327.068
82,122,204,Pb,0.45,0.000001,78.54,1540327.068
82,122,204,Pb,0.45,0.000001,990.4,1540327.068
83,121,204,Bi,1.07,0.001,181.8,647.8011033
83,121,204,Bi,1.07,0.001,918.1,647.8011033
79,125,204,Au,2.1,0.000001,976.6,330070.086
81,123,204,Tl,2.6,0.000001,668.9,266595.0694
78,126,204,Pt,5.5,0.000001,1123,126026.7601
84,120,204,Po,11.5,0.000000001,124.8,60273667.87
83,121,204,Bi,13,0.001,752.1,53.31901389
86,118,204,Rn,14,0.000000001,438,49510512.9
86,118,204,Rn,14,0.000000001,582.6,49510512.9
84,120,204,Po,15.6,0.000000001,588.3,44432511.57
81,123,204,Tl,18.7,0.000000001,145.88,37066694.15
80,124,204,Hg,21.4,0.000000001,101.8,32390055.17
86,118,204,Rn,33.4,0.000000001,242.8,20752909.6
85,119,204,At,36,0.000000001,718.3,19254088.35
85,119,204,At,36,0.000000001,975.6,19254088.35
81,123,204,Tl,61.7,0.000001,690.1,11234.15204
82,122,204,Pb,66.93,60,622.2,0.000172605
82,122,204,Pb,66.93,60,911.74,0.000172605
81,123,204,Tl,90,0.000000001,954.1,7701635.34
81,123,204,Tl,90,0.000000001,1084.8,7701635.34
81,123,204,Tl,90,0.000000001,1542.4,7701635.34
85,119,204,At,108,0.001,587.3,6.41802945
78,126,204,Pt,146,0.000000001,97,4747583.428
78,126,204,Pt,146,0.000000001,1158,4747583.428
84,120,204,Po,157,0.000000001,12.1,4414950.195
82,122,204,Pb,265,0.000000001,374.76,2615649.738
82,122,204,Pb,265,0.000000001,1274,2615649.738
81,123,204,Tl,420,0.000000001,754.3,1650350.43
81,123,204,Tl,420,0.000000001,1036.3,1650350.43
80,124,204,Hg,485,0.000000001,921.03,1429169.444
84,121,205,Po,0.645,0.001,161.3,1074.646792
80,125,205,Hg,1.09,0.001,161.4,635.9148446
80,125,205,Hg,1.09,0.001,210.3,635.9148446
87,118,205,Fr,1.15,0.001,165,602.7366787
81,124,205,Tl,2.6,0.000001,739.16,266595.0694
82,123,205,Pb,5.55,0.001,26.22,124.8913839
82,123,205,Pb,5.55,0.001,310.35,124.8913839
82,123,205,Pb,5.55,0.001,1013.8,124.8913839
80,125,205,Hg,5.89,0.000001,722.6,117682.0341
80,125,205,Hg,5.89,0.000001,950.2,117682.0341
85,120,205,At,7.76,0.000001,277.1,89323.09028
85,120,205,At,7.76,0.000001,403.6,89323.09028
83,122,205,Bi,7.9,0.000001,10.6,87740.14944
83,122,205,Bi,7.9,0.000001,24.9,87740.14944
83,122,205,Bi,7.9,0.000001,495.9,87740.14944
83,122,205,Bi,7.9,0.000001,624.8,87740.14944
83,122,205,Bi,8,0.001,150,86.64339757
82,123,205,Pb,24.2,0.000001,2.328,28642.44548
84,121,205,Po,57.4,0.001,580.9,12.07573485
82,123,205,Pb,63,0.000000001,97.1,11002336.2
82,123,205,Pb,63,0.000000001,1251.7,11002336.2
82,123,205,Pb,63,0.000000001,1535.6,11002336.2
85,120,205,At,66.6,0.000000001,8.3,10407615.32
85,120,205,At,66.6,0.000000001,126.7,10407615.32
87,118,205,Fr,80,0.000000001,544,8664339.757
83,122,205,Bi,100,0.000000001,23.8,6931471.806
83,122,205,Bi,100,0.000000001,720.5,6931471.806
84,121,205,Po,115,0.000000001,106.5,6027366.787
84,121,205,Po,115,0.000000001,260.3,6027366.787
84,121,205,Po,115,0.000000001,374.8,6027366.787
79,126,205,Au,163,0.000000001,34.2,4252436.691
79,126,205,Au,163,0.000000001,962.5,4252436.691
82,123,205,Pb,217,0.000000001,27.8,3194226.639
82,123,205,Pb,217,0.000000001,1175.1,3194226.639
83,122,205,Bi,220,0.000000001,74.3,3150669.003
81,124,205,Tl,235,0.000000001,1217,2949562.47
84,121,205,Po,310,0.000000001,143.166,2235958.647
83,123,206,Bi,0.89,0.001,229,778.8170568
83,123,206,Bi,0.89,0.001,903.6,778.8170568
84,122,206,Po,1.05,0.000001,61.766,660140.172
84,122,206,Po,1.05,0.000001,676.4,660140.172
80,126,206,Hg,2.09,0.000001,1034.2,331649.3687
81,125,206,Tl,3.74,60,316.8,0.003088891
81,125,206,Tl,3.74,60,564.2,0.003088891
81,125,206,Tl,3.74,60,1021.5,0.003088891
83,123,206,Bi,7.7,0.000001,59.908,90019.11436
81,125,206,Tl,10.1,0.000000001,216.26,68628433.72
86,120,206,Rn,11,0.000000001,242,63013380.05
86,120,206,Rn,11,0.000000001,768,63013380.05
83,123,206,Bi,15.6,0.000000001,543.5,44432511.57
86,120,206,Rn,19,0.000000001,161.3,36481430.56
83,123,206,Bi,27,0.000001,937.2,25672.1178
86,120,206,Rn,65,0.000000001,205.7,10663802.78
86,120,206,Rn,65,0.000000001,551.2,10663802.78
81,125,206,Tl,78,0.000000001,453.28,8886502.315
81,125,206,Tl,78,0.000000001,604.3,8886502.315
81,125,206,Tl,78,0.000000001,1139.9,8886502.315
80,126,206,Hg,107,0.000000001,100,6478011.033
80,126,206,Hg,107,0.000000001,1257,6478011.033
82,124,206,Pb,125,0.000001,202.44,5545.177444
82,124,206,Pb,125,0.000001,516.18,5545.177444
83,123,206,Bi,155,0.000000001,713.2,4471917.294
82,124,206,Pb,202,0.000000001,69.7,3431421.686
82,124,206,Pb,202,0.000000001,1369,3431421.686
84,122,206,Po,232,0.000000001,12.5,2987703.364
82,125,207,Pb,0.805,1,1063.656,0.861052398
81,126,207,Tl,1.33,1,997.1,0.521163294
81,126,207,Tl,1.47,1,1348.1,0.471528694
84,123,207,Po,2.79,1,109.1,0.24843985
84,123,207,Po,2.79,1,268.08,0.24843985
83,124,207,Bi,12.7,0.000000001,386.8,54578518.15
84,123,207,Po,43,0.000000001,66.2,16119701.87
84,123,207,Po,49,0.000001,300.648,14145.86083
85,122,207,At,108,0.000000001,219.6,6418029.45
83,124,207,Bi,182,0.000001,456.1,3808.500992
83,124,207,Bi,182,0.000001,743.3,3808.500992
86,121,207,Rn,184.5,0.000001,234,3756.895288
84,123,207,Po,205,0.000000001,68.55,3381205.759
81,127,208,Tl,1.3,0.000001,220.7,533190.1389
81,127,208,Tl,1.3,0.000001,1314,533190.1389
85,123,208,At,1.5,0.000001,472.2,462098.1204
85,123,208,At,1.5,0.000001,750.9,462098.1204
83,125,208,Bi,2.6,0.001,920.5,266.5950694
86,122,208,Rn,11.8,0.000000001,153,58741286.49
86,122,208,Rn,11.8,0.000000001,298.7,58741286.49
86,122,208,Rn,11.8,0.000000001,789.7,58741286.49
82,126,208,Pb,12.7,0.000000001,1019,54578518.15
86,122,208,Rn,18.3,0.000000001,141.2,37876895.11
82,126,208,Pb,22,0.000000001,145.8,31506690.03
82,126,208,Pb,22,0.000000001,206.1,31506690.03
82,126,208,Pb,22,0.000000001,947.6,31506690.03
87,121,208,Fr,33,0.000000001,382.9,21004460.02
85,123,208,At,47.8,0.000000001,186.5,14500987.04
85,123,208,At,47.8,0.000000001,1018.5,14500987.04
82,126,208,Pb,60,0.000000001,138.7,11552453.01
82,126,208,Pb,60,0.000000001,725.4,11552453.01
88,120,208,Ra,270,0.000000001,130.2,2567211.78
88,120,208,Ra,270,0.000000001,392.1,2567211.78
84,124,208,Po,373,0.000000001,4.02,1858303.433
87,121,208,Fr,432,0.000000001,194.1,1604507.362
86,122,208,Rn,487,0.000000001,88.9,1423300.165
82,126,208,Pb,535,0.000000001,34.4,1295602.207
82,126,208,Pb,535,0.000000001,284.5,1295602.207
82,126,208,Pb,535,0.000000001,857.7,1295602.207
85,124,209,At,0.893,0.000001,577.6,776200.6501
86,123,209,Rn,3,0.000001,479.3,231049.0602
86,123,209,Rn,10,0.000000001,1196.9,69314718.06
83,126,209,Bi,10.2,0.000000001,1546.52,67955605.94
86,123,209,Rn,13.4,0.000001,376.2,51727.40153
86,123,209,Rn,13.9,0.000000001,199.9,49866703.64
81,128,209,Tl,14,0.000000001,137.8,49510512.9
83,126,209,Bi,17.9,0.000000001,245.73,38723306.18
83,126,209,Bi,17.9,0.000000001,385.9,38723306.18
84,125,209,Po,24.2,0.000000001,90.8,28642445.48
85,124,209,At,25,0.000000001,106.1,27725887.22
87,122,209,Fr,33.3,0.000000001,201.9,20815230.65
87,122,209,Fr,62,0.000000001,181.4,11179793.23
84,125,209,Po,89.3,0.000000001,54.9,7762006.501
88,121,209,Ra,117,0.000001,238.4,5924.334877
84,125,209,Po,119,0.000000001,96.9,5824766.223
84,125,209,Po,119,0.000000001,1289.1,5824766.223
81,128,209,Tl,146,0.000000001,47.4,4747583.428
87,122,209,Fr,420,0.000000001,335.5,1650350.43
87,122,209,Fr,420,0.000000001,620.2,1650350.43
87,122,209,Fr,446,0.000000001,194.1,1554141.66
86,124,210,Rn,1.04,0.000001,433,666487.6736
86,124,210,Rn,1.04,0.000001,602.7,666487.6736
86,124,210,Rn,1.06,0.000001,564.3,653912.4345
80,130,210,Hg,2.1,0.000001,20,330070.086
88,122,210,Ra,2.1,0.000001,95.7,330070.086
80,130,210,Hg,2.1,0.000001,663,330070.086
85,125,210,At,5.66,0.000001,372.3,122464.1662
85,125,210,At,5.66,0.000001,485.2,122464.1662
85,125,210,At,5.66,0.000001,611.8,122464.1662
85,125,210,At,5.66,0.000001,920.4,122464.1662
83,127,210,Bi,11.1,0.000000001,175,62445691.94
83,127,210,Bi,11.1,0.000000001,744,62445691.94
86,124,210,Rn,12.3,0.000000001,1181,56353429.31
85,125,210,At,15.5,0.000000001,193.5,44719172.94
85,125,210,At,15.5,0.000000001,325.3,44719172.94
85,125,210,At,15.5,0.000000001,436.6,44719172.94
84,126,210,Po,19.6,0.000000001,661.17,35364652.07
84,126,210,Po,19.6,0.000000001,1292.2,35364652.07
87,123,210,Fr,20.7,0.000000001,271,33485371.04
85,125,210,At,23.6,0.000000001,111.3,29370643.24
86,124,210,Rn,34,0.000000001,415.9,20386681.78
86,124,210,Rn,34,0.000000001,842,20386681.78
85,125,210,At,36,0.000000001,888,19254088.35
83,127,210,Bi,38,0.000000001,91.32,18240715.28
87,123,210,Fr,41,0.000000001,203.4,16906028.79
84,126,210,Po,42.6,0.000000001,46.85,16271060.58
84,126,210,Po,54.4,0.000000001,47.8,12741676.11
84,126,210,Po,54.4,0.000000001,1522.79,12741676.11
83,127,210,Bi,57.5,0.000000001,162.19,12054733.57
86,124,210,Rn,64,0.000000001,185.5,10830424.7
86,124,210,Rn,64,0.000000001,897.6,10830424.7
86,124,210,Rn,76,0.000000001,325.4,9120357.639
82,128,210,Pb,92,0.000000001,97.6,7534208.484
85,125,210,At,98,0.000000001,435,7072930.414
84,126,210,Po,98.9,0.000000001,83.54,7008566.032
82,128,210,Pb,166,0.000000001,83,4175585.425
84,126,210,Po,263,0.000000001,279.89,2635540.61
84,126,210,Po,263,0.000000001,685.69,2635540.61
87,123,210,Fr,475,0.000000001,573.5,1459257.222
87,123,210,Fr,475,0.000000001,663.3,1459257.222
85,125,210,At,478,0.000000001,579.5,1450098.704
85,125,210,At,478,0.000000001,644.3,1450098.704
81,130,211,Tl,0.58,0.000001,144,1195081.346
83,128,211,Bi,1.4,0.000001,30,495105.129
84,127,211,Po,2.8,0.000001,508.6,247552.5645
85,126,211,At,4.23,0.000001,435.2,163864.5817
88,123,211,Ra,9.4,0.000001,396.1,73739.06176
85,126,211,At,12.1,0.000000001,146.8,57284890.96
85,126,211,At,12.1,0.000000001,203.3,57284890.96
84,127,211,Po,14,0.000000001,377.6,49510512.9
84,127,211,Po,14,0.000000001,1064.9,49510512.9
85,126,211,At,24.3,0.000000001,950.2,28524575.33
86,125,211,Rn,28.4,0.000000001,366.3,24406590.86
86,125,211,Rn,28.4,0.000000001,854.3,24406590.86
85,126,211,At,35.1,0.000000001,95.9,19747782.92
86,125,211,Rn,40.2,0.000000001,52.1,17242467.18
86,125,211,Rn,40.2,0.000000001,81.7,17242467.18
82,129,211,Pb,42,0.000000001,137.4,16503504.3
85,126,211,At,50.6,0.000000001,549.9,13698560.88
85,126,211,At,50.8,0.000000001,24.4,13644629.54
85,126,211,At,50.8,0.000000001,713.3,13644629.54
83,128,211,Bi,70,0.000000001,97.4,9902102.579
87,124,211,Fr,124.5,0.000000001,728.4,5567447.233
87,124,211,Fr,146,0.000000001,112.9,4747583.428
87,124,211,Fr,146,0.000000001,563.3,4747583.428
86,125,211,Rn,201,0.000000001,687,3448493.436
84,127,211,Po,243,0.000000001,315.4,2852457.533
84,127,211,Po,243,0.000000001,672.7,2852457.533
88,124,212,Ra,0.85,0.000001,36.1,815467.2712
88,124,212,Ra,0.85,0.000001,504.9,815467.2712
88,124,212,Ra,0.85,0.000001,654.9,815467.2712
86,126,212,Rn,0.91,0.000001,54.2,761700.1984
88,124,212,Ra,9.3,0.000001,63.3,74531.9549
86,126,212,Rn,14,0.000000001,15.5,49510512.9
86,126,212,Rn,14,0.000000001,59.2,49510512.9
86,126,212,Rn,14,0.000000001,353.8,49510512.9
86,126,212,Rn,14,0.000000001,736.3,49510512.9
86,126,212,Rn,17.3,0.000000001,158.4,40066311.02
86,126,212,Rn,17.3,0.000000001,856.7,40066311.02
86,126,212,Rn,17.3,0.000000001,949.5,40066311.02
86,126,212,Rn,18,0.000000001,432.5,38508176.7
86,126,212,Rn,18,0.000000001,967.8,38508176.7
85,127,212,At,18.7,0.000000001,183.9,37066694.15
85,127,212,At,18.7,0.000000001,662.5,37066694.15
86,126,212,Rn,20,0.000000001,923.7,34657359.03
88,124,212,Ra,21.5,0.000000001,490.9,32239403.75
87,125,212,Fr,23.6,0.000001,126,29370.64324
87,125,212,Fr,23.6,0.000001,278,29370.64324
86,126,212,Rn,28.9,0.000000001,75.7,23984331.51
86,126,212,Rn,28.9,0.000000001,709.1,23984331.51
87,125,212,Fr,31.9,0.000001,162,21728.75174
85,127,212,At,32,0.000000001,69.9,21660849.39
85,127,212,At,35.4,0.000000001,63.9,19580428.83
85,127,212,At,42,0.000000001,37.7,16503504.3
85,127,212,At,42,0.000000001,295.4,16503504.3
85,127,212,At,42,0.000000001,486,16503504.3
85,127,212,At,42,0.000000001,645.5,16503504.3
86,126,212,Rn,101.8,0.000000001,7.5,6808911.4
86,126,212,Rn,101.8,0.000000001,402.5,6808911.4
86,126,212,Rn,101.8,0.000000001,747.3,6808911.4
86,126,212,Rn,118,0.000000001,138.3,5874128.649
85,127,212,At,152,0.000001,224.2,4560.178819
85,127,212,At,152,0.000001,1265.4,4560.178819
86,126,212,Rn,154,0.000000001,21.9,4500955.718
86,126,212,Rn,154,0.000000001,81.9,4500955.718
86,126,212,Rn,154,0.000000001,700.9,4500955.718
87,125,212,Fr,312,0.000000001,588.3,2221625.579
87,125,212,Fr,604,0.000000001,612.4,1147594.67
82,131,213,Pb,0.26,0.000001,71,2665950.694
82,131,213,Pb,0.26,0.000001,190,2665950.694
81,132,213,Tl,0.6,0.000001,698,1155245.301
86,127,213,Rn,1.36,0.000001,65.1,509667.0445
86,127,213,Rn,1.36,0.000001,330.1,509667.0445
86,127,213,Rn,1.36,0.000001,522.7,509667.0445
87,126,213,Fr,3.1,0.000001,111.3,223595.8647
87,126,213,Fr,3.1,0.000001,371.2,223595.8647
81,132,213,Tl,4.1,0.000001,380,169060.2879
90,123,213,Th,8.3,0.000001,381,83511.7085
86,127,213,Rn,12,0.000000001,457.6,57762265.05
86,127,213,Rn,12,0.000000001,1010.1,57762265.05
87,126,213,Fr,13,0.000000001,94.4,53319013.89
87,126,213,Fr,13,0.000000001,909.8,53319013.89
87,126,213,Fr,18,0.000000001,222.2,38508176.7
88,125,213,Ra,18.7,0.000000001,322.4,37066694.15
86,127,213,Rn,26,0.000000001,45.3,26659506.94
86,127,213,Rn,26,0.000000001,113.5,26659506.94
86,127,213,Rn,26,0.000000001,191.1,26659506.94
86,127,213,Rn,26,0.000000001,842.6,26659506.94
86,127,213,Rn,26,0.000000001,896.1,26659506.94
86,127,213,Rn,28,0.000000001,54.3,24755256.45
86,127,213,Rn,29,0.000000001,135,23901626.92
86,127,213,Rn,29,0.000000001,767.9,23901626.92
85,128,213,At,34.7,0.000000001,50,19975423.07
88,125,213,Ra,34.7,0.000000001,40.8,19975423.07
88,125,213,Ra,34.7,0.000000001,169.7,19975423.07
88,125,213,Ra,34.7,0.000000001,606.3,19975423.07
85,128,213,At,45,0.000001,306,15403.27068
86,127,213,Rn,59,0.000000001,815,11748257.3
85,128,213,At,82,0.000000001,156,8453014.397
85,128,213,At,82,0.000000001,520,8453014.397
87,126,213,Fr,238,0.000000001,681.3,2912383.112
87,126,213,Fr,505,0.000000001,179.4,1372568.674
90,124,214,Th,1.21,0.000001,89,572848.9096
87,127,214,Fr,10,0.000000001,71.4,69314718.06
87,127,214,Fr,10,0.000000001,135.1,69314718.06
87,127,214,Fr,11,0.000000001,63.9,63013380.05
87,127,214,Fr,11,0.000000001,580.6,63013380.05
87,127,214,Fr,11,0.000000001,1023.1,63013380.05
88,126,214,Ra,35.1,0.000000001,257,19747782.92
86,128,214,Rn,44,0.000000001,162.2,15753345.01
87,127,214,Fr,103,0.000000001,471.7,6729584.277
87,127,214,Fr,103,0.000000001,516.6,6729584.277
88,126,214,Ra,118,0.000000001,180.4,5874128.649
